Name,Symbol,Price (USD),Market Cap (USD),Volume 24h (USD),Percent Change 24h (%),Circulating Supply,Total Supply,Max Supply,Last Update (DATE),Source
SKALE,skl,0.04838784,252235384.0,58045197.0,-8.02221,5179144337.0,5617474554.255803,7000000000.0,2024-12-20T00:00:40.355Z,CoinGecko
Loopring,lrc,0.20127,251383138.0,43677651.0,-8.14977,1245991468.94246,1373873397.442457,1374513896.0,2024-12-20T00:00:35.770Z,CoinGecko
Solana Name Service,fida,0.250772,250408786.0,57812982.0,-7.59896,990912090.369751,1000000000.0,1000000000.0,2024-12-20T00:00:38.118Z,CoinGecko
0x0.ai: AI Smart Contract,0x0,0.280105,250127172.0,3227877.0,-5.36345,891250000.0,891250000.0,1000000000.0,2024-12-20T00:00:37.826Z,CoinGecko
Galxe,gal,1.95,248872357.0,261138.0,-9.76884,127749331.18734433,200000000.0,200000000.0,2024-12-20T00:00:38.522Z,CoinGecko
Horizen,zen,15.8,248841320.0,114608690.0,8.63337,15761943.75,15762606.25,21000000.0,2024-12-20T00:00:41.094Z,CoinGecko
CoinEx,cet,0.089694,247710539.0,381916.0,-0.1584,2751857164.83,2751858054.83,10000000000.0,2024-12-20T00:00:38.411Z,CoinGecko
Redbelly Network,rbnt,0.242286,247484555.0,2946283.0,-13.49982,1019880129.0,10000000000.0,10000000000.0,2024-12-20T00:00:39.374Z,CoinGecko
DeepBook,deep,0.097391,245747787.0,34873915.0,-4.81699,2500000000.0,10000000000.0,10000000000.0,2024-12-20T00:00:39.553Z,CoinGecko
Bazaars,bzr,21.15,244139767.0,1743536.0,2.42106,11472442.53964689,555555555.0,555555555.0,2024-12-20T00:00:36.712Z,CoinGecko
Moo Deng,moodeng,0.242255,239957535.0,190511948.0,-15.98264,989971791.17,989971791.17,989971791.17,2024-12-20T00:00:35.884Z,CoinGecko
AI Rig Complex,arc,0.236417,237279729.0,98277870.0,33.1621,999998025.203016,999998025.086993,999998319.33,2024-12-20T00:00:35.678Z,CoinGecko
Purr,purr,0.396622,237139403.0,40917363.0,-4.30882,597898572.21156,597898578.64568,1000000000.0,2024-12-20T00:00:38.727Z,CoinGecko
Tribe,tribe,0.517265,236576095.0,58334.0,-4.16856,455015530.80485964,1000000000.0,1000000000.0,2024-12-20T00:00:42.108Z,CoinGecko
Moca Coin,moca,0.152098,235232990.0,60339019.0,14.35824,1544371735.99,8888888888.0,8888888888.0,2024-12-20T00:00:35.590Z,CoinGecko
Nexus Mutual,nxm,70.54,235002935.0,0.0,-5.32691,3312601.05995162,3312601.05995162,3312892.096035855,2024-12-20T00:00:10.365Z,CoinGecko
Simon's Cat,cat,3.464e-05,234031488.0,99139325.0,-14.27141,6749954686788.124,8099954686788.124,9000000000000.0,2024-12-20T00:00:42.231Z,CoinGecko
Frax Share,fxs,2.67,230126969.0,34132165.0,-8.76797,85749829.1917233,99681495.5911336,99681495.5911336,2024-12-20T00:00:43.218Z,CoinGecko
Fwog,fwog,0.233121,228860888.0,46528317.0,-10.66272,975635328.0,975635328.0,975635328.0,2024-12-20T00:00:42.448Z,CoinGecko
Kamino,kmno,0.16791,227013100.0,38213993.0,-11.94716,1350000000.0,10000000000.0,10000000000.0,2024-12-20T00:00:44.449Z,CoinGecko
Flux,flux,0.598009,226153334.0,33629931.0,-3.62934,376666784.4991484,440000000.0,440000000.0,2024-12-20T00:00:34.947Z,CoinGecko
COTI,coti,0.123602,222819741.0,45271055.0,-7.50622,1792309031.44,2000000000.0,2000000000.0,2024-12-20T00:00:39.372Z,CoinGecko
Ski Mask Dog,ski,0.22042,220682169.0,5172054.0,-6.71949,1000000000.0,1000000000.0,1000000000.0,2024-12-20T00:00:39.884Z,CoinGecko
ANDY ETH,andy,0.00022009,220410171.0,7906114.0,-3.09152,1000000000000.0,1000000000000.0,1000000000000.0,2024-12-20T00:00:36.368Z,CoinGecko
Hivemapper,honey,0.071312,220297918.0,1552147.0,-11.18612,3087150049.77545,6393987371.707498,10000000000.0,2024-12-20T00:00:43.883Z,CoinGecko
ConstitutionDAO,people,0.04304249,219183061.0,266811305.0,-12.50121,5066668921.357176,5066668921.357176,5066668921.357176,2024-12-20T00:00:39.882Z,CoinGecko
GRIFFAIN,griffain,0.216618,215672760.0,75460875.0,-11.22636,999880348.79988,999880348.337083,999880903.89,2024-12-20T00:00:42.921Z,CoinGecko
Non-Playable Coin,npc,0.02652981,214881973.0,10839649.0,-12.61449,8050126520.0,8050126520.0,8050126520.0,2024-12-20T00:00:38.889Z,CoinGecko
Delysium,agi,0.160453,213885840.0,16620268.0,-7.03755,1327144880.575519,3000000000.0,3000000000.0,2024-12-20T00:00:39.418Z,CoinGecko
INSURANCE,insurance,11.39,213414632.0,176260.0,4.83597,18700000.0,98000000.0,100000000.0,2024-12-20T00:00:44.088Z,CoinGecko
Apu Apustaja,apu,0.00062997,213024181.0,9237744.0,-10.83319,337892157698.9421,337892157698.9421,420690000000.0,2024-12-20T00:00:36.333Z,CoinGecko
Cetus Protocol,cetus,0.333843,210559362.0,78930764.0,-9.00622,627962474.5327263,1000000000.0,1000000000.0,2024-12-20T00:00:37.962Z,CoinGecko
Cheems Token,cheems,1.02e-06,208745774.0,50634882.0,14.82086,203672952644644.47,203672952644644.47,219776051832671.0,2024-12-20T00:00:38.120Z,CoinGecko
Moonwell,well,0.066808,208510358.0,10991213.0,-8.31313,3116493872.0,5000000000.0,5000000000.0,2024-12-20T00:00:35.593Z,CoinGecko
Wilder World,wild,0.638309,207572422.0,3787838.0,-8.92048,324323545.47983027,500000000.0,500000000.0,2024-12-20T00:00:44.944Z,CoinGecko
GoMining Token,gomining,0.498421,206841075.0,13831141.0,-4.87839,413722197.99626,413722197.99626,436915240.0,2024-12-20T00:00:42.801Z,CoinGecko
Yield Guild Games,ygg,0.496061,204876931.0,110643994.0,-10.08499,410462353.92051035,999875539.3527771,1000000000.0,2024-12-20T00:00:36.744Z,CoinGecko
Vanar Chain,vanry,0.111175,204790510.0,33043020.0,-10.03741,1832895351.0,1888051040.0,2400000000.0,2024-12-20T00:00:43.153Z,CoinGecko
HarryPotterObamaSonic10Inu (ETH),bitcoin,0.202702,203508215.0,7019864.0,-1.08229,999798155.0,999798155.0,1000000000.0,2024-12-20T00:00:43.277Z,CoinGecko
Blast,blast,0.00866414,203492521.0,30271638.0,-8.2246,23449790187.43657,100000000000.0,100000000000.0,2024-12-20T00:00:38.356Z,CoinGecko
DigiByte,dgb,0.01148079,201713131.0,10569202.0,-6.39949,17429375257.58941,21000000000.0,21000000000.0,2024-12-20T00:00:40.970Z,CoinGecko
Audius,audio,0.155976,201187354.0,19506317.0,-8.27926,1281574841.0,1281574841.309681,1281574841.309681,2024-12-20T00:00:36.770Z,CoinGecko
VVS Finance,vvs,4.24e-06,201153132.0,1761505.0,-5.37913,47503078551043.24,93360066243016.44,100000000000000.0,2024-12-20T00:00:44.763Z,CoinGecko
Orca,orca,3.73,199707169.0,95254320.0,-6.09671,53275203.0,100000000.0,100000000.0,2024-12-20T00:00:38.606Z,CoinGecko
UXLINK,uxlink,1.21,199464501.0,1154741545.0,27.80471,170000000.0,1000000000.0,1000000000.0,2024-12-20T00:00:42.802Z,CoinGecko
Big Time,bigtime,0.143817,198399411.0,57511522.0,-0.62763,1375019074.42055,5000000000.0,5000000000.0,2024-12-20T00:00:37.503Z,CoinGecko
Gravity,g,0.02728769,198383655.0,36088326.0,-4.72099,7232700000.0,12000000000.0,12000000000.0,2024-12-20T00:00:43.522Z,CoinGecko
PAAL AI,paal,0.221138,194888590.0,135392917.0,-11.50582,879999900.0,1000000000.0,1000000000.0,2024-12-20T00:00:38.050Z,CoinGecko
Chromia,chr,0.234112,194268626.0,51562171.0,-6.40694,825233535.0950379,825233535.0950379,978064789.0,2024-12-20T00:00:38.541Z,CoinGecko
Velodrome Finance,velo,0.219821,193711804.0,199000933.0,10.16661,882941051.9564638,1941886170.59841,1941886170.59841,2024-12-20T00:00:43.447Z,CoinGecko
Humans.ai,heart,0.02990958,192479168.0,1176344.0,-2.91205,6433795313.99,7800000000.0,7800000000.0,2024-12-20T00:00:43.965Z,CoinGecko
CoW Protocol,cow,0.653098,191610199.0,70015972.0,-3.59758,292336459.2002939,1000000000.0,1000000000.0,2024-12-20T00:00:39.755Z,CoinGecko
SingularityNET,agix,0.566727,191093473.0,289361.0,-10.28333,333935736.7686415,478394480.9351315,2000000000.0,2024-12-20T00:00:39.753Z,CoinGecko
PinLink,pin,2.35,190254089.0,1931135.0,-6.6104,80000000.0,100000000.0,100000000.0,2024-12-20T00:00:38.299Z,CoinGecko
Degen (Base),degen,0.01098727,189882792.0,66960745.0,-6.37984,17272477838.22,36965935954.0,36965935954.0,2024-12-20T00:00:39.820Z,CoinGecko
API3,api3,1.59,188632589.0,26966386.0,-8.58524,117476454.1375573,145553417.2963466,145553417.2963466,2024-12-20T00:00:37.048Z,CoinGecko
Metaplex,mplx,0.245744,186084157.0,7850854.0,-10.23001,757088983.0,1000000000.0,1000000000.0,2024-12-20T00:00:35.442Z,CoinGecko
PONKE,ponke,0.338994,185928731.0,28810528.0,-6.13083,549623853.6321399,555541360.1322883,555555555.0,2024-12-20T00:00:39.893Z,CoinGecko
Hypurr Fun,hfun,186.07,185519494.0,13259711.0,-20.76971,997064.31589222,997064.62115136,1000000.0,2024-12-20T00:00:43.936Z,CoinGecko
Just a chill guy,chillguy,0.183721,184276661.0,121161026.0,-17.83322,999964863.24919,999964863.24919,1000000000.0,2024-12-20T00:00:38.300Z,CoinGecko
Renzo,rez,0.0370971,182859114.0,27092987.0,-11.4755,4923333956.11,10000000000.0,10000000000.0,2024-12-20T00:00:41.757Z,CoinGecko
TARS AI,tai,0.310919,182464400.0,37359274.0,-5.6866,586681333.5321538,894996126.4121538,1000000000.0,2024-12-20T00:00:41.799Z,CoinGecko
Bitkub Coin,kub,2.05,182098413.0,1631292.0,-2.88666,88850000.0,110000000.0,110000000.0,2024-12-20T00:00:37.085Z,CoinGecko
Ultima,ultima,4201.8,177843334.0,4311707.0,-7.86158,42226.940243,100000.0,100000.0,2024-12-20T00:00:42.420Z,CoinGecko
Origin Ether,oeth,3413.37,177734858.0,52375.0,-5.47657,52070.15711318549,52071.11345840584,52070.15711318549,2024-12-19T22:07:00.524Z,CoinGecko
LandWolf,wolf,0.00019671,177558061.0,10312656.0,-0.46033,902159505150.0,902159505150.0,1000000000000.0,2024-12-20T00:00:44.976Z,CoinGecko
Xai,xai,0.236424,174893860.0,55209063.0,-10.28899,738321817.2821764,1372944410.524462,2500000000.0,2024-12-20T00:00:45.336Z,CoinGecko
Nano,xno,1.31,174752430.0,5519324.0,-10.92435,133248290.0,133248290.0,133248290.0,2024-12-20T00:00:36.466Z,CoinGecko
SPACE ID,id,0.401542,173447367.0,58202645.0,-7.18392,430506132.0,1996617244.0,2000000000.0,2024-12-20T00:00:40.915Z,CoinGecko
Huobi,ht,1.063,172701730.0,518079.0,-12.15289,159406077.0,201050000.0,201050000.0,2024-12-20T00:00:43.882Z,CoinGecko
MMX,mmx,1.14,172626498.0,129529.0,3.67324,150547237.889973,499947237.889973,500000000.0,2024-12-20T00:00:45.570Z,CoinGecko
Sologenic,solo,0.424815,169529299.0,4244605.0,-8.22612,399198717.0,399198717.0,400000000.0,2024-12-20T00:00:40.598Z,CoinGecko
Zignaly,zig,0.119432,169307132.0,4383631.0,-4.00558,1413230325.2396517,1958230325.2396517,1958230325.2396517,2024-12-20T00:00:39.901Z,CoinGecko
RCGE,$rcge,0.01421518,168805259.0,2.43,,11875000000.0,11875000000.0,11875000000.0,2024-12-07T21:06:42.704Z,CoinGecko
Liquity,lqty,1.7,166435255.0,76463780.0,-9.10062,96878889.7151469,100000000.0,100000000.0,2024-12-20T00:00:45.176Z,CoinGecko
Zentry,zent,0.0267695,163303352.0,18125646.0,-17.5061,6099594707.102709,9706992814.355925,10000000000.0,2024-12-20T00:00:45.612Z,CoinGecko
Hamster Kombat,hmstr,0.00251767,163078844.0,45299605.0,-10.24473,64375000000.0,100000000000.0,100000000000.0,2024-12-20T00:00:43.109Z,CoinGecko
LOFI,lofi,0.160277,161666791.0,8124074.0,-5.39425,1000000000.0,1000000000.0,1000000000.0,2024-12-20T00:00:45.225Z,CoinGecko
Wise Monkey,monky,1.617e-05,161537234.0,12537100.0,-2.17564,10000000000000.0,10000000000000.0,10000000000000.0,2024-12-20T00:00:45.117Z,CoinGecko
Balancer,bal,2.62,160943008.0,22090663.0,-10.8375,61345705.33083183,66376952.60438057,96150704.0,2024-12-20T00:00:37.737Z,CoinGecko
OKT Chain,okt,8.94,159927587.0,904944.0,-8.53832,17847259.5,17847259.5,21000000.0,2024-12-20T00:00:36.997Z,CoinGecko
Verum Coin,verum,1698.7,158855139.0,99406.0,-20.1242,93404.62,6590350.0,84000000.0,2024-12-20T00:00:43.503Z,CoinGecko
BounceBit,bb,0.385872,158218938.0,137896654.0,-13.36015,409500000.0,2100000000.0,2100000000.0,2024-12-20T00:00:37.930Z,CoinGecko
Mythos,myth,0.204104,155715385.0,2266317.0,-7.15486,762679071.92,1000000000.0,1000000000.0,2024-12-20T00:00:36.142Z,CoinGecko
Akuma Inu,akuma,0.00023149,155054089.0,1324307.0,8.1321,666666666666.0,666666666666.0,666666666666.0,2024-12-20T00:00:35.574Z,CoinGecko
JOE,joe,0.407919,154657199.0,19575122.0,-6.60864,376979452.3754999,499709319.0724699,500000000.0,2024-12-20T00:00:44.383Z,CoinGecko
Osaka Protocol,osak,2.00536e-07,153479127.0,290709.0,-11.22697,761459784660251.2,761459784660251.2,1000000000000000.0,2024-12-20T00:00:38.810Z,CoinGecko
Spectral,spec,10.81,152648672.0,18984300.0,-8.338,14104696.9,100000000.0,100000000.0,2024-12-20T00:00:42.613Z,CoinGecko
Alephium,alph,1.55,148014371.0,4956740.0,-11.84902,95209032.71873842,205485346.8093804,1000000000.0,2024-12-20T00:00:35.833Z,CoinGecko
Marlin,pond,0.0182779,147976525.0,12655421.0,-11.0624,8087375977.0,10000000000.0,10000000000.0,2024-12-20T00:00:35.240Z,CoinGecko
Venus,xvs,8.93,147832806.0,30097363.0,-5.11519,16433293.47445691,29745109.54325738,30000000.0,2024-12-20T00:00:44.302Z,CoinGecko
Zircuit,zrc,0.067162,147551084.0,72933954.0,-5.97651,2194923458.0,10000000000.0,10000000000.0,2024-12-20T00:00:45.646Z,CoinGecko
BORA,bora,0.132895,146303982.0,566529.0,-4.35322,1099750000.0,1205750000.0,1205750000.0,2024-12-20T00:00:38.202Z,CoinGecko
Lisk,lsk,0.871985,144502930.0,50444662.0,-7.65778,164528669.7750206,400000000.0,400000000.0,2024-12-20T00:00:45.224Z,CoinGecko
Scroll,scr,1.026,143311390.0,102437026.0,2.4701,138900861.25827,1000000000.0,1000000000.0,2024-12-20T00:00:40.096Z,CoinGecko
MEOW,meow,0.00156282,142598321.0,2039027.0,5.74594,89999929169.12512,89999929169.12512,90000000000.0,2024-12-20T00:00:35.305Z,CoinGecko
Coin98,c98,0.160723,142161368.0,44738655.0,-9.26589,877777654.0,1000000000.0,1000000000.0,2024-12-20T00:00:39.177Z,CoinGecko
Banana Gun,banana,40.67,141544289.0,37800041.0,-6.25825,3465442.2478895634,8453661.084639847,10000000.0,2024-12-20T00:00:36.879Z,CoinGecko
Pepe Unchained,pepu,0.01766284,141005740.0,9840098.0,-9.66833,8000000000.0,8000000000.0,8000000000.0,2024-12-20T00:00:38.237Z,CoinGecko
Goldfinch,gfi,1.58,140991736.0,2765024.0,-6.21512,89429409.52826957,114285714.0,114285714.0,2024-12-20T00:00:42.640Z,CoinGecko
WAX,waxp,0.04008686,140642147.0,15688281.0,-6.60671,3504099552.3982,3770303327.0,3770303327.0,2024-12-20T00:00:44.857Z,CoinGecko
Oraichain,orai,8.34,139482440.0,7443979.0,-8.58991,16691308.0,18477034.0,19779272.0,2024-12-20T00:00:37.669Z,CoinGecko
IOST,iost,0.00642666,137701588.0,21985928.0,-8.71733,21315000000.0,21315000000.0,90000000000.0,2024-12-20T00:00:44.444Z,CoinGecko
Crypto Trading Fund,ctf,1.15,137377423.0,46316.0,-9.64086,119899997.30717649,119899997.30717649,120000000.0,2024-12-20T00:00:39.217Z,CoinGecko
Shadow Token,shdw,0.848766,137077132.0,7779756.0,-8.98488,161721893.4160788,169057206.264172,169057206.264172,2024-12-20T00:00:42.949Z,CoinGecko
iExec RLC,rlc,1.88,137041672.0,15553988.0,-8.80976,72382548.06525737,86999784.9868455,86999784.9868455,2024-12-20T00:00:44.054Z,CoinGecko
Taiko,taiko,1.66,136706659.0,37686920.0,-2.33272,82430419.32184468,1000000000.0,1000000000.0,2024-12-20T00:00:41.690Z,CoinGecko
IQ,iq,0.0068394,136157921.0,8795482.0,-7.17562,19816359668.929,19816359668.929,60000000000.0,2024-12-20T00:00:41.997Z,CoinGecko
CARV,carv,0.826973,135583999.0,27647897.0,-8.66801,163806816.0,1000000000.0,1000000000.0,2024-12-20T00:00:37.704Z,CoinGecko
Ocean Protocol,ocean,0.592078,131546321.0,1002233.0,-5.12211,221397959.68537953,964793048.8912538,1410000000.0,2024-12-20T00:00:37.262Z,CoinGecko
Cartesi,ctsi,0.155175,130778567.0,23828092.0,-6.77526,841438926.4005247,1000000000.0,1000000000.0,2024-12-20T00:00:38.460Z,CoinGecko
Aurora,aurora,0.230875,130099502.0,9148548.0,-7.40101,558302761.0,999893114.0,1000000000.0,2024-12-20T00:00:36.272Z,CoinGecko
VitaDAO,vita,5.02,129805853.0,596519.0,-6.41473,25726413.907210253,27219552.0,64298880.0,2024-12-20T00:00:43.763Z,CoinGecko
STASIS EURO,eurs,1.035,128705716.0,2287404.0,-0.81104,124125940.0,124125940.0,124125940.0,2024-12-20T00:00:41.283Z,CoinGecko
Pixels,pixel,0.166666,128665744.0,69130425.0,-10.83662,771041667.0,5000000000.0,5000000000.0,2024-12-20T00:00:38.793Z,CoinGecko
ChainGPT,cgpt,0.163815,128233897.0,16071392.0,6.84459,780931738.0,998096661.0,1000000000.0,2024-12-20T00:00:38.379Z,CoinGecko
BTSE Token,btse,0.788079,128143228.0,646815.0,-3.59713,162061501.0,200000000.0,200000000.0,2024-12-20T00:00:37.979Z,CoinGecko
NetMind Token,nmt,3.01,128073785.0,4372954.0,-16.28114,42610889.42825327,144080375.2,144080375.2,2024-12-20T00:00:35.838Z,CoinGecko
Aleph Zero,azero,0.422754,128047023.0,2297102.0,-8.92636,302314000.0,520000000.0,520000000.0,2024-12-20T00:00:37.734Z,CoinGecko
Freysa AI,fai,0.01553077,127553983.0,6680811.0,8.70369,8189700000.0,8189700000.0,8189700000.0,2024-12-20T00:00:42.059Z,CoinGecko
Gearbox,gear,0.01272315,127444145.0,5039264.0,-1.62856,10000000000.0,10000000000.0,10000000000.0,2024-12-20T00:00:42.216Z,CoinGecko
SmarDex,sdex,0.01405692,126871741.0,2533977.0,-3.45197,9002387012.413063,9984275475.866734,10000000000.0,2024-12-20T00:00:40.357Z,CoinGecko
Based Pepe,pepe,3.01045e-07,126514413.0,3049701.0,7.99318,420690000000000.0,420690000000000.0,420690000000000.0,2024-12-20T00:00:44.450Z,CoinGecko
Satoshi Airline,jet,1.2,126026222.0,381210.0,1.08227,105381090.0,500000000.0,500000000.0,2024-12-20T00:00:39.804Z,CoinGecko
Numeraire,nmr,16.45,125484460.0,16814693.0,-7.00726,7618660.213199647,10686979.8067388,11000000.0,2024-12-20T00:00:39.566Z,CoinGecko
Venom,venom,0.065567,125204706.0,555762.0,-1.7532,1906042106.487879,7256105465.56,8000000000.0,2024-12-20T00:00:43.216Z,CoinGecko
PUPS•WORLD•PEACE,pups,0.124528,124595380.0,1477168.0,-8.4389,1000000000.0,1000000000.0,1000000000.0,2024-12-20T00:00:39.940Z,CoinGecko
Merlin Chain,merl,0.253003,123333258.0,21578637.0,-9.87968,487477554.26097,2100000000.0,2100000000.0,2024-12-20T00:00:35.221Z,CoinGecko
Suilend,send,2.5,123063616.0,11282574.0,-11.05555,48720041.0,100000000.0,100000000.0,2024-12-20T00:00:41.339Z,CoinGecko
Ontology Gas,ong,0.30413,121824530.0,5125642.0,-6.33138,399310086.8414432,1000000000.0,1000000000.0,2024-12-20T00:00:37.609Z,CoinGecko
Anvil,anvl,0.00637435,121510069.0,71666.0,-3.64436,18942999350.13549,98667066238.80089,100000000000.0,2024-12-20T00:00:36.246Z,CoinGecko
ANyONe Protocol,anyone,1.51,121240291.0,2164965.0,-5.90772,79937689.60971649,100000000.0,100000000.0,2024-12-20T00:00:35.873Z,CoinGecko
ECOMI,omi,0.00044584,121188809.0,1331194.0,-6.64362,270951644947.129,310882499574.018,750000000000.0,2024-12-20T00:00:40.881Z,CoinGecko
Powerledger,powr,0.227697,120896600.0,15257330.0,-8.49297,529761884.726046,999506122.99937,1000000000.0,2024-12-20T00:00:38.775Z,CoinGecko
NKYC Token,nkyc,30.04,120515099.0,191472.0,-3.3559,4000000.0,4000000.0,21000000.0,2024-12-20T00:00:36.448Z,CoinGecko
Synapse,syn,0.540376,119042036.0,18706058.0,-8.95062,219066529.0,250000000.0,250000000.0,2024-12-20T00:00:41.239Z,CoinGecko
Alchemy Pay,ach,0.02400918,118840548.0,76998602.0,-6.22931,4943691067.145604,9999999999.999987,9999999999.999987,2024-12-20T00:00:36.516Z,CoinGecko
Bitcoin,BTC,97484.69730951732,1930044053238.3643,97221662391.73242,-2.67248583,19798431.0,19798431,21000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Ethereum,ETH,3417.9301837478433,411699176707.70135,58879190249.804016,-5.57113343,120452775.38591008,120452775.38591008,,2024-12-19T23:59:00.000Z,CoinMarketCap
Tether USDt,USDT,0.999318392296257,140533620896.46252,236228129045.01495,-0.03577635,140629475030.01633,143442815940.797,,2024-12-19T23:58:00.000Z,CoinMarketCap
XRP,XRP,2.2488820598338055,128753851209.31824,23020304510.58944,-2.36278999,57252380420.0,99986807248,100000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
BNB,BNB,666.5693567023027,95991251010.0451,2806454484.062816,-3.06199254,144007896.62,144007896.62,,2024-12-19T23:59:00.000Z,CoinMarketCap
Solana,SOL,194.28227429399894,93112809377.20937,8043974298.635484,-5.86315323,479265592.88834447,590519002.246325,,2024-12-19T23:59:00.000Z,CoinMarketCap
Dogecoin,DOGE,0.31505354053254125,46398400054.14086,9565836572.504467,-12.00765036,147271476383.7052,147271476383.7052,,2024-12-19T23:59:00.000Z,CoinMarketCap
USDC,USDC,1.0001275481155953,42380211386.5127,13783077258.139471,0.0149181,42374806559.787285,42374806559.787285,,2024-12-19T23:59:00.000Z,CoinMarketCap
Cardano,ADA,0.8854887618660288,31097760800.331856,2338441189.134378,-8.56535143,35119317307.65075,44995089702.96723,45000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
TRON,TRX,0.2514855438999756,21684163034.624184,2034219897.6641662,-2.51819087,86224292252.95238,86224288336.54045,,2024-12-19T23:59:00.000Z,CoinMarketCap
Avalanche,AVAX,38.910894571685226,15945463351.951586,1306741716.2199798,-9.09414594,409794314.09821194,448130614.09821194,715748719.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Chainlink,LINK,22.892164654195316,14349952737.08266,2183321672.9433575,-8.03143414,626849970.4527867,1000000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
Toncoin,TON,5.204465136827241,13279082654.180582,595247399.8115687,-4.40514757,2551478836.934973,5117794132.733483,,2024-12-19T23:59:00.000Z,CoinMarketCap
Shiba Inu,SHIB,2.1628870580899353e-05,12744930678.464918,1633970335.9567277,-9.95630899,589255487511219.4,589508574656988.1,,2024-12-19T23:59:00.000Z,CoinMarketCap
Sui,SUI,4.086930847376759,11965144040.479933,3031892147.048381,-5.75811543,2927660018.558888,10000000000,10000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Stellar,XLM,0.3705991260460023,11196428668.088331,1118656151.289919,-6.37548994,30211697441.23607,50001786911.162926,50001806812.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Polkadot,DOT,6.965361331884112,10659397389.730444,978016274.1075673,-9.41497387,1530343780.0041747,1530343780.0041747,,2024-12-19T23:59:00.000Z,CoinMarketCap
Hedera,HBAR,0.2685651419006936,10272279967.382757,1919932305.4401927,-1.21941194,38248746262.019005,50000000000,50000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Bitcoin Cash,BCH,440.0611078924716,8715010061.240412,740380639.5728893,-8.44615863,19804090.625,19804090.625,21000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
